OACI,CIAD,Nome,Municipio,UF,Tipo
SDQT,MS0046,Fazenda Vista Alegre,NOVO HORIZONTE DO SUL,MS,Privado
SNBN,PA0083,Balbinot,PORTEL,PA,Privado
SDNL,MS0040,Fazenda Santa Claudina,CAARAPÓ,MS,Privado
SJBH,MT0164,Fazenda Canaã,CANARANA,MT,Privado
SIIE,MS0085,Fazenda Santa Fé,GUIA LOPES DA LAGUNA,MS,Privado
SDJS,RR0003,Andorinha,UIRAMUTÃ,RR,Privado
SNCM,MT0242,FAZENDA CAMPARINO,CÁCERES,MT,Privado
SSZO,PA0136,Santa Marta I,SANTA MARIA DAS BARREIRAS,PA,Privado
SNFL,RJ0026,Fly Lagos,CABO FRIO,RJ,Privado
SNFV,GO0096,Serra da Pintura,SANTA FÉ DE GOIÁS,GO,Privado
SDYW,PI0051,Luzilandia,LUZILÂNDIA,PI,Privado
SNGY,PA0164,Salles,CASTANHAL,PA,Privado
SJKW,RR0043,Cumanã 2,PACARAIMA,RR,Privado
SJDF,MG0118,Fazenda Futura,BRASILÂNDIA DE MINAS,MG,Privado
SIHB,MA0019,Fazenda Soberana,GRAJAÚ,MA,Privado
SWAL,SP0268,Fazenda Santa Albana,ITAPETININGA,SP,Privado
SIRN,MT0124,Fazenda Jaó,NOVA XAVANTINA,MT,Privado
SDSG,MT0059,Ipiranga,ALTO TAQUARI,MT,Privado
SDOQ,MT0051,Fazenda Campo Claro,RIBEIRÃO CASCALHEIRA,MT,Privado
SWBS,RO0028,Rolim de Moura,ROLIM DE MOURA,RO,Privado
SJMP,RR0076,Santa Liberdade,UIRAMUTÃ,RR,Privado
SDZV,MT0075,Fazenda Lagoa Vermelha,TESOURO,MT,Privado
SJMW,RR0081,Socó,UIRAMUTÃ,RR,Privado
SDRA,SP0137,Fazenda das Represas,SÃO MIGUEL ARCANJO,SP,Privado
SIAJ,BA0084,Fazenda Tauá,PRADO,BA,Privado
SWLK,MT0607,Fazenda Boa Vista - Grupo IJP,SORRISO,MT,Privado
SDCX,PI0013,Celeiro 2,MONTE ALEGRE DO PIAUÍ,PI,Privado
SJSH,SC0032,Fly Ville,GOVERNADOR CELSO RAMOS,SC,Privado
SJLQ,RR0058,Maracanã,UIRAMUTÃ,RR,Privado
SDWN,SP0160,Fazenda Barreiro Grande,COLÔMBIA,SP,Privado
SDFY,MS0028,Fazenda Valença,RIO NEGRO,MS,Privado
SNON,GO0190,André Textor,MONTIVIDIU,GO,Privado
SIVN,MG0113,Fazenda Sansara,MONTES CLAROS,MG,Privado
SSEM,MT0472,Fazenda Girassol do Prata,SANTO ANTÔNIO DO LEVERGER,MT,Privado
SSTP,GO0110,Fazenda Baessa,TURVELÂNDIA,GO,Privado
SIJY,SC0027,Campo Comandantes,ITAJAÍ,SC,Privado
SNIY,MT0590,Fazenda Fartura,PLANALTO DA SERRA,MT,Privado
SNQQ,GO0196,Centroar,FLORES DE GOIÁS,GO,Privado
SSKB,MS0298,Fazenda Tupanciretã,AQUIDAUANA,MS,Privado
SDQZ,MT0058,Fazenda Espinhaço II,BARRA DO GARÇAS,MT,Privado
SWXL,MS0401,Fazenda Santa Maria,INOCÊNCIA,MS,Privado
SICF,MT0083,Fazenda Catuaí,JUARA,MT,Privado
SJAA,MT0161,Fazenda Araguari,GAÚCHA DO NORTE,MT,Privado
SBQG,MT0653,Fazenda Rio Azul,SÃO JOSÉ DO RIO CLARO,MT,Privado
SJSE,PA0078,Serabi,ITAITUBA,PA,Privado
SJKI,AP0006,Hangar Comandante Salomão Alcolumbre,MACAPÁ,AP,Privado
SSXD,RS0026,Tobias Bacci,SARANDI,RS,Privado
SJVW,BA0124,Fazenda Agronol,LUÍS EDUARDO MAGALHÃES,BA,Privado
SSBJ,BA0360,Fazenda Savana,RIACHÃO DAS NEVES,BA,Privado
SDVM,MT0068,Fazenda Minas Gerais,PONTES E LACERDA,MT,Privado
SIKI,CE0015,Cialne Irauçuba,IRAUÇUBA,CE,Privado
SNGH,MS0423,Fazenda Esparrame,FIGUEIRÃO,MS,Privado
SNIW,MS0211,Fazenda Carmelo,MARACAJU,MS,Privado
SSBK,MS0248,Fazenda Araruna,SONORA,MS,Privado
SDSR,SP0418,Subestação São Roque,IBIÚNA,SP,Privado
SWWC,RR0115,Cataratas Poços,BOA VISTA,RR,Privado
SDHY,SP0351,Edifício São Luís Gonzaga,SÃO PAULO,SP,Privado
SJOC,BA0210,CEO,SALVADOR,BA,Privado
SWHV,CE0065,Construtora G e F,FORTALEZA,CE,Privado
SSZI,BA0225,Cidadelle,ILHÉUS,BA,Privado
SNSX,CE0054,Apodi Quixeré,QUIXERÉ,CE,Privado
SDAP,SP0290,Hospital Paulistano,SÃO PAULO,SP,Privado
SWDZ,SP0801,do Zé,RIBEIRÃO PRETO,SP,Privado
SJGO,RJ0105,Ago,RIO DE JANEIRO,RJ,Privado
SWOJ,SP1277,Coudelaria Rocas do Vouga,ITU,SP,Privado
SDOZ,RJ0051,Fazenda Laranjeiras,AREAL,RJ,Privado
SNZX,CE0074,WSTC,FORTALEZA,CE,Privado
SJAD,SP0586,Tecno Bag,LORENA,SP,Privado
SWQR,AL0019,Reserva do Toque,SÃO MIGUEL DOS MILAGRES,AL,Privado
SJKD,SC0068,Helisilva,BALNEÁRIO CAMBORIÚ,SC,Privado
SICV,SP0476,Porto Marina Astúrias,GUARUJÁ,SP,Privado
SIBD,RJ0066,Beverly Hills,PETRÓPOLIS,RJ,Privado
SIDQ,RJ0072,Das Quaresmas,ANGRA DOS REIS,RJ,Privado
SJPB,SP0645,Guarapiranga Golf,SÃO PAULO,SP,Privado
SSDJ,CE0057,Dias Branco,FORTALEZA,CE,Privado
SSPX,PR0144,Paraná Moda Park ,MARINGÁ,PR,Privado
SIGI,RJ0077,Fazenda Cardeiros,SÃO PEDRO DA ALDEIA,RJ,Privado
SJOU,MT0202,Minerva Paranatinga,PARANATINGA,MT,Privado
SJYV,SP0682,Cauê-Apiaí,APIAÍ,SP,Privado
SNBQ,SP0692,Bela Cintra,SÃO PAULO,SP,Privado
SWTM,PR0148,Moro Golf Club,PONTA GROSSA,PR,Privado
SDJP,SP0365,Igreja Mundial do Poder de Deus - IMPD,SÃO PAULO,SP,Privado
SWTA,MG0286,Stelita,POUSO ALEGRE,MG,Privado
SJGS,PR0118,Aerosigma Helicentro,BOCAIÚVA DO SUL,PR,Privado
SDFB,SP0325,Fundação Bradesco,CAMPINAS,SP,Privado
SNMQ,SC0078,Tigre,JOINVILLE,SC,Privado
SD3X,BA0349,Campo Bahia Resort,SANTA CRUZ CABRÁLIA,BA,Privado
SNPB,SC0110,Bravíssima Private Residence,ITAJAÍ,SC,Privado
SJIE,ES0020,Residência Oficial,VILA VELHA,ES,Privado
SSVH,SP0786,Henri Dunant,SÃO PAULO,SP,Privado
SNHA,MA0067,Comandante Endeel Gabriel,SÃO LUÍS,MA,Privado
SWRV,SP0828,Rochaverá - Alfa,SÃO PAULO,SP,Privado
SILX,SP0525,Locar,GUARULHOS,SP,Privado
SNAV,BA0130,Agrovale,JUAZEIRO,BA,Privado
SSRT,SP0777,Sítio Rosa Mística,MATÃO,SP,Privado
SDIW,SP0358,Edifício São Paulo Trade Building,SÃO PAULO,SP,Privado
SDIS,SP0356,The Eagle's Nest,ARANDU,SP,Privado
SWDH,SP0797,Damha Golfe,SÃO CARLOS,SP,Privado
SJKK,PR0057,Sérgio Bonifácio,IVAIPORÃ,PR,Privado
SIOX,PR0110,Palhano Premium,LONDRINA,PR,Privado
SJAY,MA0059,Alphaville Araçagy,PAÇO DO LUMIAR,MA,Privado
SJQW,RS0108,Warna Roos,SANTA BÁRBARA DO SUL,RS,Privado
SJHY,MG0296,Hospital da UNIMED Betim,BETIM,MG,Privado
SDVV,SP0438,Cragea-Suzano,SUZANO,SP,Privado
SSWC,MG0275,Cemig ( SSWC ),BELO HORIZONTE,MG,Privado
SIKG,SP0517,Fazenda São Miguel,RIBEIRÃO BRANCO,SP,Privado
SJHI,SP0622,Flow Water,CAMPOS DO JORDÃO,SP,Privado
SDKP,MS0035,Fazenda Pirangi,NOVA ANDRADINA,MS,Privado
SSYX,GO0174,MOBI,APARECIDA DE GOIÂNIA,GO,Privado
SIII,SP0183,Dr. Heráclito da Motta Luiz,GUAÍRA,SP,Privado
SNFM,MT0249,Fazenda Mourão,COLNIZA,MT,Privado
SJXE,PI0030,Deputado Moraes Souza,BURITI DOS LOPES,PI,Privado
SJLJ,RR0051,Jatapuzinho,CAROEBE,RR,Privado
SIQE,DF0005,Planalto Central,BRASÍLIA,DF,Privado
SJRY,MT0652,Fazenda Rio Mutuca,JUARA,MT,Privado
SWFE,RO0029,Fazenda São Félix,MACHADINHO D'OESTE,RO,Privado
SDNQ,AC0006,Fazenda Água Limpa,SENADOR GUIOMARD,AC,Privado
SIYE,SP0200,Fazenda Barra do Agudo,MORRO AGUDO,SP,Privado
SILO,GO0184,Fazenda Santa Luzia,ARUANÃ,GO,Privado
SJAH,MA0027,Fazenda Gesso Integral,GRAJAÚ,MA,Privado
SSKA,MS0297,Fazenda Campinas,CORUMBÁ,MS,Privado
SJZL,MS0197,Fazenda Vaca Mocha,CARACOL,MS,Privado
SJAV,GO0067,Aerocéu Aviação Agrícola,CHAPADÃO DO CÉU,GO,Privado
SILD,SP0865,Pachu Aviação Agrícola,OLÍMPIA,SP,Privado
SSVT,CE0078,Aníbal,RUSSAS,CE,Privado
SJGH,RS0077,Aeropel,SÃO BORJA,RS,Privado
SJJN,MT0187,Fazenda Shangri-lá,ALTA FLORESTA,MT,Privado
SNWB,BA0148,Bom Sossego,PORTO SEGURO,BA,Privado
SIOG,MT0112,Suinobras,DIAMANTINO,MT,Privado
SSET,SC0037,Sunset,IMBITUBA,SC,Privado
SWSF,MT0396,Fazenda São Francisco,VILA BELA DA SANTÍSSIMA TRINDADE,MT,Privado
SWIA,AM0088,Antônio Costa da Silva,JURUÁ,AM,Privado
SSSP,PR0090,Sítio Primavera,BOM JESUS DO SUL,PR,Privado
SJFR,BA0108,Trancoso Rio Frade,PORTO SEGURO,BA,Privado
SDMC,PI0062,Cajupí,BAIXA GRANDE DO RIBEIRO,PI,Privado
SDQQ,SP0136,Cia. Agrícola Quatá,QUATÁ,SP,Privado
SWHF,BA0178,Fazenda Chaparral,CORRENTINA,BA,Privado
SDWO,RR0023,SAUBA,AMAJARI,RR,Privado
SIZN,GO0296,Fazenda Lagoa Nova,DAMIANÓPOLIS,GO,Privado
SNLL,GO0191,Condomínio Liberty,GOIANÁPOLIS,GO,Privado
SWZL,GO0152,Base Aeroverde,RIO VERDE,GO,Privado
SSFW,BA0157,Fazenda Progresso,MUCUGÊ,BA,Privado
SIVR,PA0060,Fazenda Fortuna,JACAREACANGA,PA,Privado
SNCQ,PR0202,Dal Molin,SANTA IZABEL DO OESTE,PR,Privado
SJFV,MG0120,Fazenda Gaia,MONTE ALEGRE DE MINAS,MG,Privado
SDPZ,MS0043,Sossego,RIBAS DO RIO PARDO,MS,Privado
SSWN,MT0684,Fazenda Cayman,SÃO FÉLIX DO ARAGUAIA,MT,Privado
SWDS,RO0046,Condomínio Aéreo Santos Dumont,JI-PARANÁ,RO,Privado
SIQS,MT0119,Fazenda Terra do Sol,PORTO ESTRELA,MT,Privado
SJVY,GO0091,Fazenda Vitória,ITARUMÃ,GO,Privado
SWZD,GO0151,Fazenda Denusa Destilaria Nova União,JANDAIA,GO,Privado
SNEL,MS0204,Fazenda Joá,CAARAPÓ,MS,Privado
SDNY,MT0049,Fazenda Ponte Serrada,CAMPO NOVO DO PARECIS,MT,Privado
SIAB,SP0170,Guatambu São Paulo,BURI,SP,Privado
SSDS,MT0285,Fazenda Vale,TAPURAH,MT,Privado
SWIU,MT0355,Agropecuária Madeirinha,COLNIZA,MT,Privado
SWZY,MT0451,Fazenda Estrela do Sangue,BRASNORTE,MT,Privado
SDLR,AM0030,Luiz Ribeiro Maia,TAPAUÁ,AM,Privado
SWJF,MS0381,Fazenda São Francisco,CORUMBÁ,MS,Privado
SSPE,MT0307,Essência Retiro do Rio Cuiabá,NOBRES,MT,Privado
SWXZ,MT0433,Fazenda Taquarussu,COMODORO,MT,Privado
SWMT,PR0097,Chácara São Matheus,JAPURÁ,PR,Privado
SSFH,MG0180,Vale dos Dinossauros,UBERABA,MG,Privado
SNYP,PA0116,Chácara Paraíso,BENEVIDES,PA,Privado
SJGE,PA0069,Nações Unidas,ITAITUBA,PA,Privado
SWHL,MT0347,Fazenda Marabá,CAMPO VERDE,MT,Privado
SSQJ,MG0293,Fazenda Buriti 10,PARACATU,MG,Privado
SNEI,RS0083,Fazenda São Miguel,RIO PARDO,RS,Privado
SWBF,TO0042,Fazenda Boa Fortuna,PIUM,TO,Privado
SIAD,MS0064,Estância Regina,PORTO MURTINHO,MS,Privado
SNGQ,MG0148,Bom Despacho,BOM DESPACHO,MG,Privado
SSSM,AM0091,Matheus Lopes Maia da Silva,ITAMARATI,AM,Privado
SIXG,GO0061,Fazenda Pouso Alegre,CATALÃO,GO,Privado
SNJU,MT0256,Nossa Senhora Da Penha,SÃO JOSÉ DO XINGU,MT,Privado
SITJ,MS0129,Estância Tejo,COXIM,MS,Privado
SWKV,MT0361,Fazenda Beira Rio,ITAÚBA,MT,Privado
SSEX,MS0264,Estância Caiman,MIRANDA,MS,Privado
SDXE,SP0162,Jeremias de Paula Martins,JABOTICABAL,SP,Privado
SIWO,RO0014,Fazenda Juliana,CHUPINGUAIA,RO,Privado
SJVI,MS0491,Fazenda Carmen,CORUMBÁ,MS,Privado
SWXB,MT0429,Fazenda Jangada,CAMPO VERDE,MT,Privado
SNLK,RJ0189,Skydive Litoral,SAQUAREMA,RJ,Privado
SWBV,RR0108,Auaris,AMAJARI,RR,Privado
SJKZ,RR0045,Estevão,UIRAMUTÃ,RR,Privado
SISX,MS0126,Santa Terezinha,AQUIDAUANA,MS,Privado
SDNS,MT0048,Fazenda Furnas,CHAPADA DOS GUIMARÃES,MT,Privado
SJPV,AL0022,Reserva Pituba,CORURIPE,AL,Privado
SNAI,MS0520,Fazenda Nossa Senhora das Graças,JATEÍ,MS,Privado
SNRJ,PA0103,Juruti,JURUTI,PA,Privado
SNTV,BA0144,Fazenda Timbaúba,LUÍS EDUARDO MAGALHÃES,BA,Privado
SIXM,MT0149,Cifi,CUIABÁ,MT,Privado
SIKN,MA0021,Fazenda Bonanza,ARAME,MA,Privado
SSLL,RO0048,Fazenda Vale Verde,PORTO VELHO,RO,Privado
SWQE,AM0052,Querari,SÃO GABRIEL DA CACHOEIRA,AM,Privado
SJOW,SP0212,Fazenda Guadalupe,SANTO ANTÔNIO DO ARACANGUÁ,SP,Privado
SDTA,MT0061,Dilceu dal Bosco Aviação  DDA,SINOP,MT,Privado
SJMX,RR0082,Suapí,PACARAIMA,RR,Privado
SWNJ,MT0370,Fazenda Itaquerê,NOVO SÃO JOAQUIM,MT,Privado
SSWB,DF0008,COOPADF,BRASÍLIA,DF,Privado
SIJE,MS0089,Fazenda Joana Estância,CORUMBÁ,MS,Privado
SSLI,MS0427,Fazenda Nova Piúva,AQUIDAUANA,MS,Privado
SSHN,PR0079,Recanto das Águias,IGUARAÇU,PR,Privado
SDJF,SP0112,Fazenda Jequitibá,BURI,SP,Privado
SNWZ,PA0160,Fazenda Santa Maria,SANTANA DO ARAGUAIA,PA,Privado
SWXT,PI0067,Fazenda Parnaguá,SANTA FILOMENA,PI,Privado
SDDJ,SP0087,Fazenda Santa Maria,MONÇÕES,SP,Privado
SDTS,MS0055,Fazenda Planalto,JARAGUARI,MS,Privado
SWRQ,PI0045,Aero Park,TERESINA,PI,Privado
SNLD,MG0154,Fazenda São Luiz do Matão,CARNEIRINHO,MG,Privado
SJSS,MT0218,Agrifor,SORRISO,MT,Privado
SNUD,MT0268,Fazenda Arruda Ramos,PORTO ESPERIDIÃO,MT,Privado
SNFR,AM0037,Presidente Roosevelt,NOVO ARIPUANÃ,AM,Privado
SJMI,RR0069,Parafuri,ALTO ALEGRE,RR,Privado
SDSA,MS0052,Fazenda Califórnia,CORUMBÁ,MS,Privado
SIPR,RS0065,Fazenda GAP São Pedro,URUGUAIANA,RS,Privado
SWJL,GO0131,Fazenda Invernada,ITAJÁ,GO,Privado
SWGO,GO0123,Santa Cecília,GOIANÉSIA,GO,Privado
SWGZ,PA0141,Fazenda Cangaia,TAILÂNDIA,PA,Privado
SNTP,PA0107,Agropalma,TAILÂNDIA,PA,Privado
SWLF,MG0200,Filial Campo Florido,CAMPO FLORIDO,MG,Privado
SJYL,RR0095,Baixo Mucajaí,ALTO ALEGRE,RR,Privado
SJBK,PA0067,Iriri,ALTAMIRA,PA,Privado
SSXP,MT0495,Fazenda Sete Barras,RIBEIRÃO CASCALHEIRA,MT,Privado
SNPN,SP0234,Fazenda Água Fria,LAVÍNIA,SP,Privado
SDTX,SP0148,Fazenda São José,ILHA SOLTEIRA,SP,Privado
SIWA,MT0145,Fazenda Estrela do Aripuanã,ARIPUANÃ,MT,Privado
SIVK,MS0135,Fazenda Ilha Verde,CORUMBÁ,MS,Privado
SNAF,SP0224,Fazenda Aparecida,PENÁPOLIS,SP,Privado
SDD6,PI0084,FAZENDA NOVA ALIANÇA UDO KUDIESS E FILHOS,URUÇUÍ,PI,Privado
SJEF,MS0158,Fazenda Costa Rica,AQUIDAUANA,MS,Privado
SWML,PA0243,Fazenda Nova Santa Rita,ITAITUBA,PA,Privado
SWEP,PR0198,Estância Punta Del Este,SERTANEJA,PR,Privado
SNXA,CE0132,Brigadeiro Sampaio,TAMBORIL,CE,Privado
SWRG,RO0034,Rancho Maria e Tereza,GUAJARÁ-MIRIM,RO,Privado
SSMB,RJ0187,Fazenda Oriente,VALENÇA,RJ,Privado
SIXL,PA0063,Fazenda Barra do Triunfo,SÃO FÉLIX DO XINGU,PA,Privado
SSQX,SP0773,Frei Caneca Shopping,SÃO PAULO,SP,Privado
SWXH,RJ0171,Helibúzios,ARMAÇÃO DOS BÚZIOS,RJ,Privado
SNOO,MG0258,EDIFÍCIO THE ONE,BELO HORIZONTE,MG,Privado
SNYD,RJ0333,Ilha dos Sonhos,ANGRA DOS REIS,RJ,Privado
SDLS,SC0042,Hangar 77,GUABIRUBA,SC,Privado
SJSY,RJ0114,SICPA,RIO DE JANEIRO,RJ,Privado
SBQB,BA0357,Fazenda Pedrinhas II,CORRENTINA,BA,Privado
SDZE,SP0458,Ita,ITAPECERICA DA SERRA,SP,Privado
SJUX,RJ0115,MBP - Metalúrgica Barra do Piraí,BARRA DO PIRAÍ,RJ,Privado
SSKL,SP0756,JK 1455,SÃO PAULO,SP,Privado
SICN,SP0173,Fazenda Vista Bonita,SANDOVALINA,SP,Privado
SDJT,SP0366,J. Toledo,JUNDIAÍ,SP,Privado
SJRM,SP0653,Monte das Oliveiras,SANTO ANDRÉ,SP,Privado
SNNY,RO0051,Fazenda Tapyratynga,PIMENTEIRAS DO OESTE,RO,Privado
SDGZ,SP0341,Bradesco Cidade de Deus,OSASCO,SP,Privado
SSHY,PR0137,Hospital Universitário Cajuru,CURITIBA,PR,Privado
SNBH,MG0248,Biocor,NOVA LIMA,MG,Privado
SDOF,SP0393,Edifício Palladio,SÃO PAULO,SP,Privado
SWDO,SP0799,Hotel da Fazenda Dona Carolina,ITATIBA,SP,Privado
SISB,SP0549,Basalto Base 6,CAMPINAS,SP,Privado
SNEO,SP0696,Edifício Sequóia,RIBEIRÃO PRETO,SP,Privado
SWNG,MG0284,Samarco Mina do Germano,MARIANA,MG,Privado
SWJE,CE0066,Solar Volta da Jurema,FORTALEZA,CE,Privado
SDLQ,SP0382,Maresias,SÃO SEBASTIÃO,SP,Privado
SSYC,SP0878,Santa Gertrudes,ITAPETININGA,SP,Privado
SNJW,SP0881,Cabletech,CAÇAPAVA,SP,Privado
SSIV,MA0069,Delta,SÃO JOSÉ DE RIBAMAR,MA,Privado
SJKH,BA0207,Fazenda Angical,NORDESTINA,BA,Privado
SJSL,SP0658,Hospital Sírio Libanês II,SÃO PAULO,SP,Privado
SWIS,TO0046,Caiapó,CASEARA,TO,Privado
SIPM,SC0116,Marrecão,BRUSQUE,SC,Privado
SIVA,RJ0092,Ilha do Cavaco,ANGRA DOS REIS,RJ,Privado
SDHH,DF0010,Base Resgate,BRASÍLIA,DF,Privado
SJLR,PR0121,Cambiju,PONTA GROSSA,PR,Privado
SWDF,DF0019,Residência Oficial de Águas Claras II,BRASÍLIA,DF,Privado
SJUZ,SP0668,Santo Aleixo,MORUNGABA,SP,Privado
SJQX,PA0076,Fazenda Uruará,URUARÁ,PA,Privado
SIDI,MG0224,Fazenda Cachoeira,CAETÉ,MG,Privado
SWDY,GO0119,Fazenda Água Fria,CRIXÁS,GO,Privado
SDZM,SP0459,Zimba D. Pedro I,ITATIBA,SP,Privado
SDAB,PE0019,Lazzuli,OLINDA,PE,Privado
SWVN,SP0283,Clube de Voo Fazenda Novo Horizonte,ITU,SP,Privado
SNID,SP0707,ICESP - Instituto do Câncer do Estado de São Paulo,SÃO PAULO,SP,Privado
SSMN,GO0170,Metropolitan,GOIÂNIA,GO,Privado
SWSY,SP0830,Fazenda Santa Inês,ESPÍRITO SANTO DO PINHAL,SP,Privado
SDPM,SP0404,Palácio dos Bandeirantes,SÃO PAULO,SP,Privado
SJEK,MT0168,Satélite Aviação Agrícola Ltda,CANARANA,MT,Privado
SNCF,MG0139,Fazenda Colonial ,VERDELÂNDIA,MG,Privado
SIVD,MS0134,Agropecuária Santa Rita,RIO VERDE DE MATO GROSSO,MS,Privado
SJBD,BA0201,Mundo Plaza,SALVADOR,BA,Privado
SNNJ,SP0719,Cananéia,CANANÉIA,SP,Privado
SJUW,SP0667,CPFL Sede,CAMPINAS,SP,Privado
SSFY,PR0133,Furnas Centrais Elétricas,FOZ DO IGUAÇU,PR,Privado
SNHC,SP0702,Hospital Regional de Caraguatatuba,CARAGUATATUBA,SP,Privado
SDNX,RJ0050,Helimater,ANGRA DOS REIS,RJ,Privado
SDA2,MG0488,Attack,LAGOA SANTA,MG,Privado
SJBI,SP0595,Scoda,IPEÚNA,SP,Privado
SWYI,SP0843,Iporanga,CAMPOS DO JORDÃO,SP,Privado
SNQY,SP0724,Colina Verde,RIBEIRÃO PRETO,SP,Privado
SIYO,GO0064,Fazenda Goiás Barreiro,MONTIVIDIU,GO,Privado
SJVJ,SP0671,VCP Jacareí,JACAREÍ,SP,Privado
SILH,RJ0087,Lytorânea,ITAGUAÍ,RJ,Privado
SJLN,RR0055,Maloquinha,UIRAMUTÃ,RR,Privado
SWFH,BA0175,Fly Club,PORTO SEGURO,BA,Privado
SWEU,MG0197,Fazenda Americana,ITAMBACURI,MG,Privado
SWBP,SP0271,Fazenda Continental,COLÔMBIA,SP,Privado
SNVL,PA0161,Nova Vida,SANTANA DO ARAGUAIA,PA,Privado
SICW,GO0046,Fazenda Santa Fé,CAMPO ALEGRE DE GOIÁS,GO,Privado
SDVH,SP0154,Fazenda Vale Eldorado - Dr José de Aguiar Leme,BRAGANÇA PAULISTA,SP,Privado
SJKC,PA0071,Pista Aldeia Kikretum,OURILÂNDIA DO NORTE,PA,Privado
SJYU,RR0103,Campo Grande,PACARAIMA,RR,Privado
SDMP,SP0122,Fazenda DIMEP,ITATINGA,SP,Privado
SWUJ,MG0204,São Gotardo,SÃO GOTARDO,MG,Privado
SJIJ,MT0486,Fazenda 2J,NOVO SÃO JOAQUIM,MT,Privado
SSYU,MS0424,Fazenda Concórdia,NAVIRAÍ,MS,Privado
SWSN,MT0401,Fazenda São Valentim,PONTES E LACERDA,MT,Privado
SWRU,PA0244,Grupo Rotta,NOVO PROGRESSO,PA,Privado
SDZK,RR0028,Waphuta,ALTO ALEGRE,RR,Privado
SIRH,MS0124,Fazenda Morada da Lua,COXIM,MS,Privado
SIYH,MS0145,Fazenda Cruzeiro,RIO VERDE DE MATO GROSSO,MS,Privado
SJSB,MS0184,Fazenda São Bento do Nabileque,CORUMBÁ,MS,Privado
SSGU,PR0077,Fazenda Gurucaia,SANTA ISABEL DO IVAÍ,PR,Privado
SJZR,RO0049,Fazenda Rodeio,SÃO MIGUEL DO GUAPORÉ,RO,Privado
SNLJ,MS0216,Fazenda Campo Aliancinha,CORUMBÁ,MS,Privado
SSWR,MS0344,Fazenda Campana,RIO BRILHANTE,MS,Privado
SDXY,MA0017,Sitio Cajuapara,ITINGA DO MARANHÃO,MA,Privado
SJWV,GO0092,Fazenda São Judas,SÃO MIGUEL DO ARAGUAIA,GO,Privado
SDJR,MG0084,JN Resort,SETE LAGOAS,MG,Privado
SNNV,SC0035,Vila Nova,JOINVILLE,SC,Privado
SWFP,PA0140,Fazenda Prata,RURÓPOLIS,PA,Privado
SJYS,RR0101,Camará,NORMANDIA,RR,Privado
SSFI,MS0267,Fazenda Eldorado da Formosa,CORUMBÁ,MS,Privado
SJXA,MG0137,Clube de Aviação de Itaúna,ITAÚNA,MG,Privado
SWJM,GO0132,Fazenda Bom Jesus,NOVO ALEGRE,TO,Privado
SBOB,MG0470,Fazenda Buriti,UNAÍ,MG,Privado
SJCQ,BA0105,Fazenda Serra Azul,BAIXA GRANDE,BA,Privado
SSGS,MS0279,Fazenda São Pedro,ELDORADO,MS,Privado
SSTZ,MS0335,Fazenda Sertãozinho,AQUIDAUANA,MS,Privado
SDNT,TO0014,Fazenda Terra Prometida,PORTO NACIONAL,TO,Privado
SIQX,AL0004,Fazenda São Braz,BARRA DE SANTO ANTÔNIO,AL,Privado
SJMF,RR0067,Pacú,NORMANDIA,RR,Privado
SWEH,MT0334,Fazenda Agroplan,QUERÊNCIA,MT,Privado
SICK,MG0092,Cidade Capelinha,CAPELINHA,MG,Privado
SIMF,PI0022,Fazenda Imperial,SEBASTIÃO LEAL,PI,Privado
SWAQ,RR0107,Érico,AMAJARI,RR,Privado
SSQA,MT0309,Fazenda Guaporé,COMODORO,MT,Privado
SJMM,RR0073,Pipi,UIRAMUTÃ,RR,Privado
SJIS,MS0170,Fazenda Annalu,DEODÁPOLIS,MS,Privado
SIRT,MT0126,Fazenda Pejuçara,DIAMANTINO,MT,Privado
SNYL,MT0278,Fazenda Morro Alto,NOVA CANAÃ DO NORTE,MT,Privado
SSTY,RJ0027,Fazenda Tosana,CABO FRIO,RJ,Privado
SWVS,MT0419,Baía do Padre,VILA BELA DA SANTÍSSIMA TRINDADE,MT,Privado
SSGE,MS0271,Fazenda Periquitos,TRÊS LAGOAS,MS,Privado
SJTO,BA0123,Fazenda Paysandu,SÃO DESIDÉRIO,BA,Privado
SJLU,RR0061,Missão Catrimani,CARACARAÍ,RR,Privado
SIOZ,PA0051,Pista Aldeia Kenjdã,ALTAMIRA,PA,Privado
SDKA,RR0004,Angical,NORMANDIA,RR,Privado
SIEV,MS0077,Fazenda Boca da Onça,BODOQUENA,MS,Privado
SDSI,MA0016,Fazenda Alice,SAMBAÍBA,MA,Privado
SDLW,GO0040,Fazenda Colorado,ARUANÃ,GO,Privado
SJFN,MS0163,Fazenda Brasil Novo,COXIM,MS,Privado
SINQ,AP0004,Laranjal,LARANJAL DO JARI,AP,Privado
SDCK,MG0080,Fazenda Gleba da Barra,BRASILÂNDIA DE MINAS,MG,Privado
SIEK,PA0044,Fazenda Espírito Santo,CACHOEIRA DO ARARI,PA,Privado
SIIA,MT0097,Fazenda Paraná,BRASNORTE,MT,Privado
SIDO,SP0174,Pagador,PRESIDENTE PRUDENTE,SP,Privado
SSTX,MG0189,Fazenda Lagoa dos Patos,RIACHO DOS MACHADOS,MG,Privado
SSGL,MT0579,FNSC,SORRISO,MT,Privado
SNQZ,MS0468,Fazenda Taquarussu,CAARAPÓ,MS,Privado
SWSJ,MT0398,Fazenda São José,SAPEZAL,MT,Privado
