ANO;MES;EMPRESA;ORIGEM;DESTINO;TARIFA;ASSENTOS
2007;5;BRB;SBRF;SBSV;149,00;22
2007;5;BRB;SBSP;SBPA;189,00;3
2007;5;BRB;SBSV;SBSP;239,00;5
2007;5;BRB;SBBR;SBBE;249,00;12
2007;5;BRB;SBFZ;SBGR;349,00;12
2007;5;BRB;SBGO;SBBR;49,00;68
2007;5;BRB;SBBR;SBRF;339,00;1
2007;5;BRB;SBGL;SBBR;153,00;25
2007;5;BRB;SBSP;SBPA;1229,00;46
2007;5;BRB;SBSP;SBPA;129,00;12
2007;5;BRB;SBSV;SBRF;110,00;1
2007;5;BRB;SBSV;SBBR;169,00;7
2007;5;BRB;SBBR;SBSP;199,00;10
2007;5;BRB;SBGL;SBGR;629,00;22
2007;5;BRB;SBPA;SBGR;169,00;20
2007;5;BRB;SBBR;SBSV;189,00;59
2007;5;BRB;SBFZ;SBRF;100,00;2
2007;5;BRB;SBSV;SBSP;209,00;8
2007;5;BRB;SBSP;SBGL;119,00;36
2007;5;BRB;SBRF;SBSV;159,00;32
2007;5;BRB;SBSP;SBRJ;129,00;2
2007;5;BRB;SBSP;SBBR;149,00;102
2007;5;BRB;SBRF;SBGR;257,00;2
2007;5;BRB;SBSV;SBBR;1,00;6
2007;5;BRB;SBGL;SBPA;207,39;3
2007;5;BRB;SBGL;SBSP;139,00;5
2007;5;BRB;SBCF;SBGL;109,00;8
2007;5;BRB;SBBR;SBGO;49,00;65
2007;5;BRB;SBCF;SBGL;89,00;63
2007;5;BRB;SBCT;SBPA;139,00;4
2007;5;BRB;SBRF;SBSV;89,00;10
2007;5;BRB;SBBR;SBGL;245,00;15
2007;5;BRB;SBGL;SBPA;209,00;2
2007;5;BRB;SBPA;SBSP;169,00;2
2007;5;BRB;SBSP;SBCT;79,00;32
2007;5;BRB;SBSV;SBRF;129,00;23
2007;5;BRB;SBFZ;SBGR;379,00;3
2007;5;BRB;SBSP;SBBR;169,00;106
2007;5;BRB;SBGR;SBBR;149,00;153
2007;5;BRB;SBGL;SBBR;219,00;4
2007;5;BRB;SBGL;SBSV;149,00;37
2007;5;BRB;SBGL;SBPA;189,00;6
2007;5;BRB;SBBR;SBGR;183,00;1
2007;5;BRB;SBCT;SBPA;119,00;62
2007;5;BRB;SBGL;SBFZ;279,00;10
2007;5;BRB;SBSP;SBGL;69,00;219
2007;5;BRB;SBRF;SBBR;249,00;21
2007;5;BRB;SBBE;SBBR;249,00;10
2007;5;BRB;SBSP;SBCT;119,00;31
2007;5;BRB;SBSP;SBGO;139,00;48
2007;5;BRB;SBSP;SBBR;209,00;7
2007;5;BRB;SBBR;SBFZ;369,00;2
2007;5;BRB;SBRF;SBFZ;129,00;6
2007;5;BRB;SBGL;SBSP;79,00;314
2007;5;BRB;SBRF;SBGL;259,00;26
2007;5;BRB;SBBR;SBSV;169,00;12
2007;5;BRB;SBGR;SBRF;195,87;2
2007;5;BRB;SBBR;SBRF;319,00;2
2007;5;BRB;SBPA;SBGL;189,00;3
2007;5;BRB;SBBR;SBRF;249,00;13
2007;5;BRB;SBCT;SBGR;79,00;7
2007;5;BRB;SBGR;SBSV;229,00;20
2007;5;BRB;SBGO;SBSP;159,00;4
2007;5;BRB;SBFZ;SBBR;289,00;3
2007;5;BRB;SBSP;SBCT;729,00;4
2007;5;BRB;SBSV;SBGL;149,00;34
2007;5;BRB;SBFZ;SBGR;369,00;19
2007;5;BRB;SBPA;SBGL;209,00;3
2007;5;BRB;SBFZ;SBRF;129,00;22
2007;5;BRB;SBGR;SBPA;119,00;6
2007;5;BRB;SBGL;SBCF;89,00;166
2007;5;BRB;SBGR;SBRF;240,00;2
2007;5;BRB;SBPA;SBCT;129,00;11
2007;5;BRB;SBGR;SBRF;215,46;2
2007;5;BRB;SBSP;SBBR;199,00;6
2007;5;BRB;SBGL;SBSP;109,00;4
2007;5;BRB;SBRF;SBSV;110,00;15
2007;5;BRB;SBGR;SBFZ;419,00;1
2007;5;BRB;SBBR;SBSV;249,00;2
2007;5;BRB;SBGR;SBRF;207,39;4
2007;5;BRB;SBPA;SBSP;149,00;102
2007;5;BRB;SBGR;SBSV;1709,00;7
2007;5;BRB;SBSV;SBSP;1709,00;1
2007;5;BRB;SBGR;SBSV;138,26;20
2007;5;BRB;SBSV;SBGL;169,00;1
2007;5;BRB;SBRF;SBGR;1,00;8
2007;5;BRB;SBSV;SBBR;246,00;1
2007;5;BRB;SBGR;SBPA;91,02;40
2007;5;BRB;SBGR;SBSV;219,00;3
2007;5;BRB;SBSV;SBGL;239,00;2
2007;5;BRB;SBBR;SBRF;239,00;11
2007;5;BRB;SBGL;SBBR;1,00;24
2007;5;BRB;SBRF;SBSV;119,00;26
2007;5;BRB;SBGO;SBSP;139,00;80
2007;5;BRB;SBSP;SBGL;109,00;70
2007;5;BRB;SBBR;SBGR;209,00;1
2007;5;BRB;SBBR;SBGR;199,00;1
2007;5;BRB;SBGL;SBBR;159,00;215
2007;5;BRB;SBGL;SBSP;43,78;5
2007;5;BRB;SBGR;SBBR;159,00;253
2007;5;BRB;SBBR;SBGR;149,00;72
2007;5;BRB;SBRF;SBBR;239,00;12
2007;5;BRB;SBSV;SBGR;293,00;1
2007;5;BRB;SBSV;SBGR;199,00;109
2007;5;BRB;SBPA;SBSP;159,00;64
2007;5;BRB;SBGR;SBCT;99,00;15
2007;5;BRB;SBBR;SBGO;69,00;22
2007;5;BRB;SBGL;SBSV;124,43;16
2007;5;BRB;SBGR;SBFZ;409,00;2
2007;5;BRB;SBGO;SBBR;59,00;70
2007;5;BRB;SBCF;SBGL;119,00;3
2007;5;BRB;SBGR;SBFZ;369,00;14
2007;5;BRB;SBFZ;SBBR;259,00;6
2007;5;BRB;SBGL;SBBR;239,00;3
2007;5;BRB;SBGR;SBPA;207,39;4
2007;5;BRB;SBGR;SBFZ;2229,00;2
2007;5;BRB;SBSP;SBPA;169,00;63
2007;5;BRB;SBBR;SBGO;59,00;127
2007;5;BRB;SBRF;SBSV;102,00;19
2007;5;BRB;SBBR;SBSV;179,00;51
2007;5;BRB;SBBR;SBFZ;229,00;11
2007;5;BRB;SBSV;SBSP;269,00;1
2007;5;BRB;SBSV;SBSP;207,00;3
2007;5;BRB;SBRF;SBGR;429,00;1
2007;5;BRB;SBGR;SBBR;179,00;64
2007;5;BRB;SBPA;SBGR;1229,00;6
2007;5;BRB;SBSV;SBSP;219,00;1
2007;5;BRB;SBCT;SBSP;89,00;20
2007;5;BRB;SBSV;SBGL;80,00;2
2007;5;BRB;SBFZ;SBBR;229,00;13
2007;5;BRB;SBBR;SBGL;149,00;66
2007;5;BRB;SBBR;SBSV;239,00;2
2007;5;BRB;SBSV;SBRF;100,00;1
2007;5;BRB;SBSP;SBGL;89,00;244
2007;5;BRB;SBGL;SBBR;179,00;128
2007;5;BRB;SBGR;SBRF;379,00;5
2007;5;BRB;SBGL;SBRF;259,00;30
2007;5;BRB;SBGR;SBRF;369,00;5
2007;5;BRB;SBRF;SBGR;207,39;4
2007;5;BRB;SBSV;SBBR;279,00;1
2007;5;BRB;SBSP;SBGL;43,78;7
2007;5;BRB;SBPA;SBSP;189,00;1
2007;5;BRB;SBBR;SBFZ;259,00;3
2007;5;BRB;SBFZ;SBGR;220,06;10
2007;5;BRB;SBBR;SBSV;214,00;1
2007;5;BRB;SBGL;SBSP;119,00;59
2007;5;BRB;SBGR;SBSV;259,00;58
2007;5;BRB;SBGR;SBSV;239,00;111
2007;5;BRB;SBBR;SBFZ;289,00;1
2007;5;BRB;SBBR;SBFZ;309,00;1
2007;5;BRB;SBPA;SBGR;95,63;50
2007;5;BRB;SBGR;SBSV;435,00;1
2007;5;BRB;SBGL;SBCF;119,00;10
2007;5;BRB;SBGL;SBSP;39,17;4
2007;5;BRB;SBGO;SBBR;69,00;11
2007;5;BRB;SBSP;SBGO;159,00;1
2007;5;BRB;SBGR;SBBR;199,00;12
2007;5;BRB;SBSV;SBBR;189,00;43
2007;5;BRB;SBRF;SBBR;339,00;1
2007;5;BRB;SBSP;SBGL;135,00;1
2007;5;BRB;SBGL;SBCF;69,00;66
2007;5;BRB;SBPA;SBCT;119,00;47
2007;5;BRB;SBSV;SBBR;207,39;2
2007;5;BRB;SBGL;SBGR;89,00;49
2007;5;BRB;SBSP;SBBR;1299,00;3
2007;5;BRB;SBBR;SBGR;169,00;45
2007;5;BRB;SBFZ;SBGR;2229,00;1
2007;5;BRB;SBBR;SBSP;229,00;1
2007;5;BRB;SBSP;SBBR;179,00;28
2007;5;BRB;SBBR;SBRF;269,00;3
2007;5;BRB;SBSP;SBCT;99,00;62
2007;5;BRB;SBRF;SBBR;289,00;1
2007;5;BRB;SBGR;SBSV;207,39;7
2007;5;BRB;SBRF;SBGR;309,00;2
2007;5;BRB;SBRF;SBBR;369,00;1
2007;5;BRB;SBGL;SBCF;129,00;3
2007;5;BRB;SBGR;SBRF;329,00;17
2007;5;BRB;SBGR;SBSV;269,00;23
2007;5;BRB;SBPA;SBGR;139,00;14
2007;5;BRB;SBGL;SBGR;69,00;144
2007;5;BRB;SBSV;SBBR;220,00;1
2007;5;BRB;SBBR;SBGL;169,00;68
2007;5;BRB;SBFZ;SBGL;339,00;23
2007;5;BRB;SBFZ;SBRF;1,00;4
2007;5;BRB;SBGL;SBSP;69,00;275
2007;5;BRB;SBRF;SBGL;319,00;17
2007;5;BRB;SBGR;SBBR;209,00;1
2007;5;BRB;SBGR;SBRF;289,00;79
2007;5;BRB;SBGR;SBRF;257,00;1
2007;5;BRB;SBSP;SBGL;629,00;104
