ANO;MES;EMPRESA;ORIGEM;DESTINO;TARIFA;ASSENTOS
2008;12;GLO;SBFI;SBGR;665,00;42
2008;12;GLO;SBRF;SBFZ;319,00;599
2008;12;GLO;SBBR;SBEG;399,00;860
2008;12;GLO;SBPA;SBGL;309,00;1
2008;12;GLO;SBEG;SBGR;905,00;85
2008;12;GLO;SBSP;SBCT;219,00;59
2008;12;GLO;SBGL;SBSV;339,00;1585
2008;12;GLO;SBGO;SBSP;805,00;179
2008;12;GLO;SBSP;SBJV;485,00;4
2008;12;GLO;SBBE;SBEG;520,00;334
2008;12;GLO;SBGL;SBFZ;319,00;1561
2008;12;GLO;SBCT;SBFL;109,00;16
2008;12;GLO;SBCT;SBSP;515,00;30
2008;12;GLO;SBSP;SBGO;379,00;461
2008;12;GLO;SBCF;SBGR;570,00;4
2008;12;GLO;SBGL;SBGR;269,00;197
2008;12;GLO;SBGL;SBGR;99,00;1042
2008;12;GLO;SBRF;SBSV;359,00;417
2008;12;GLO;SBSP;SBGO;239,00;349
2008;12;GLO;SBEG;SBBR;1300,00;102
2008;12;GLO;SBBR;SBRF;1252,00;628
2008;12;GLO;SBSP;SBBR;969,00;45
2008;12;GLO;SBCT;SBSP;319,00;1124
2008;12;GLO;SBSV;SBGR;419,00;455
2008;12;GLO;SBRJ;SBBR;595,00;8
2008;12;GLO;SBSP;SBFL;229,00;271
2008;12;GLO;SBCT;SBRJ;419,00;36
2008;12;GLO;SBSP;SBFL;279,00;341
2008;12;GLO;SBGR;SBFZ;1666,00;362
2008;12;GLO;SBSP;SBCY;1190,00;29
2008;12;GLO;SBPA;SBBR;319,00;714
2008;12;GLO;SBBE;SBBR;1215,00;9
2008;12;GLO;SBSP;SBBR;439,00;1459
2008;12;GLO;SBBR;SBFZ;775,00;49
2008;12;GLO;SBPA;SBBR;499,00;495
2008;12;GLO;SBGL;SBPA;705,00;39
2008;12;GLO;SBRF;SBSV;279,00;221
2008;12;GLO;SBUL;SBSP;319,00;515
2008;12;GLO;SBGR;SBFI;530,00;14
2008;12;GLO;SBRF;SBGL;279,00;1011
2008;12;GLO;SBSP;SBCY;589,00;284
2008;12;GLO;SBPS;SBSP;1105,00;46
2008;12;GLO;SBSP;SBPA;705,00;13
2008;12;GLO;SBFL;SBSP;279,00;276
2008;12;GLO;SBRJ;SBPA;975,00;2
2008;12;GLO;SBGR;SBCF;400,00;20
2008;12;GLO;SBGR;SBCF;219,00;160
2008;12;GLO;SBGR;SBEG;339,00;2048
2008;12;GLO;SBBR;SBBE;1080,00;48
2008;12;GLO;SBSP;SBPS;610,00;29
2008;12;GLO;SBGL;SBSV;419,00;1289
2008;12;GLO;SBPA;SBGL;790,00;56
2008;12;GLO;SBGR;SBBR;830,00;112
2008;12;GLO;SBSP;SBGL;450,00;44
2008;12;GLO;SBCF;SBGL;355,00;679
2008;12;GLO;SBBE;SBBR;419,00;55
2008;12;GLO;SBSV;SBRF;760,00;164
2008;12;GLO;SBCG;SBSP;1036,00;6
2008;12;GLO;SBFL;SBGR;430,00;25
2008;12;GLO;SBPA;SBFL;400,00;17
2008;12;GLO;SBFL;SBPA;139,00;69
2008;12;GLO;SBSP;SBJV;600,00;22
2008;12;GLO;SBFZ;SBRF;670,00;202
2008;12;GLO;SBPA;SBFL;646,00;13
2008;12;GLO;SBFL;SBSP;760,00;313
2008;12;GLO;SBCF;SBGR;309,00;193
2008;12;GLO;SBFL;SBPA;645,00;27
2008;12;GLO;SBBR;SBSP;570,00;96
2008;12;GLO;SBGL;SBPA;987,00;72
2008;12;GLO;SBBR;SBGO;69,00;183
