ANO;MES;EMPRESA;ORIGEM;DESTINO;TARIFA;ASSENTOS
2007;12;GLO;SBPS;SBSP;600,00;40
2007;12;GLO;SBCT;SBGL;525,00;488
2007;12;GLO;SBBE;SBBR;850,00;43
2007;12;GLO;SBVT;SBSP;103,13;6
2007;12;GLO;SBSP;SBPS;750,00;18
2007;12;GLO;SBRF;SBGR;860,00;102
2007;12;GLO;SBGR;SBGL;180,00;70
2007;12;GLO;SBSV;SBRF;209,00;2404
2007;12;GLO;SBCT;SBGR;365,00;100
2007;12;GLO;SBSP;SBUL;250,00;347
2007;12;GLO;SBGR;SBRF;645,00;550
2007;12;GLO;SBFL;SBSP;225,00;2111
2007;12;GLO;SBBR;SBPA;630,00;219
2007;12;GLO;SBFZ;SBRF;245,00;972
2007;12;GLO;SBPA;SBGL;345,00;1179
2007;12;GLO;SBFZ;SBRF;215,00;167
2007;12;GLO;SBGR;SBFZ;705,00;348
2007;12;GLO;SBFI;SBGR;415,00;69
2007;12;GLO;SBCG;SBSP;665,00;28
2007;12;GLO;SBCY;SBBR;259,00;1698
2007;12;GLO;SBSP;SBRJ;255,00;14096
2007;12;GLO;SBEG;SBGR;870,00;10
2007;12;GLO;SBEG;SBGR;595,00;47
2007;12;GLO;SBFL;SBPA;290,00;159
2007;12;GLO;SBSP;SBRJ;445,00;119
2007;12;GLO;SBSP;SBVT;415,00;19
2007;12;GLO;SBSP;SBFL;362,00;4379
2007;12;GLO;SBFL;SBCT;155,00;36
2007;12;GLO;SBFZ;SBRF;390,00;91
2007;12;GLO;SBBR;SBGO;370,00;85
2007;12;GLO;SBGO;SBSP;385,00;88
2007;12;GLO;SBSP;SBPS;425,00;88
2007;12;GLO;SBBR;SBCT;299,00;3009
2007;12;GLO;SBPA;SBGR;102,50;2
2007;12;GLO;SBEG;SBBE;330,00;134
2007;12;GLO;SBPS;SBSP;75,00;2
2007;12;GLO;SBNF;SBSP;235,00;148
2007;12;GLO;SBRF;SBSV;500,00;223
2007;12;GLO;SBRF;SBGR;780,00;124
2007;12;GLO;SBSP;SBPS;535,00;50
2007;12;GLO;SBGL;SBSV;249,00;1
2007;12;GLO;SBFL;SBSP;485,00;238
2007;12;GLO;SBCT;SBFL;275,00;1
2007;12;GLO;SBSP;SBGL;395,00;71
2007;12;GLO;SBFZ;SBGR;775,00;248
2007;12;GLO;SBSV;SBRF;78,00;37
2007;12;GLO;SBBR;SBRF;440,00;803
2007;12;GLO;SBGR;SBCF;65,00;105
2007;12;GLO;SBSP;SBRJ;395,00;337
2007;12;GLO;SBPA;SBBR;430,00;1639
2007;12;GLO;SBGL;SBCF;200,00;1409
2007;12;GLO;SBFZ;SBBR;900,00;59
2007;12;GLO;SBPA;SBFL;205,00;702
2007;12;GLO;SBSP;SBCY;645,00;2
2007;12;GLO;SBGR;SBCT;205,00;611
2007;12;GLO;SBBR;SBSP;585,00;26
2007;12;GLO;SBRF;SBBR;440,00;1055
2007;12;GLO;SBGR;SBGL;89,00;1
2007;12;GLO;SBSP;SBUL;500,00;101
2007;12;GLO;SBPA;SBFL;89,00;2
2007;12;GLO;SBFZ;SBGL;369,00;1440
2007;12;GLO;SBBE;SBMQ;150,00;1
2007;12;GLO;SBBR;SBFZ;152,24;12
2007;12;GLO;SBCT;SBBR;490,00;160
2007;12;GLO;SBSP;SBRP;390,00;5
2007;12;GLO;SBCT;SBKP;290,00;55
2007;12;GLO;SBKP;SBCT;189,00;978
2007;12;GLO;SBGR;SBPA;249,00;3069
2007;12;GLO;SBGL;SBFZ;660,00;307
2007;12;GLO;SBCF;SBGL;225,00;405
2007;12;GLO;SBPA;SBGR;480,00;184
2007;12;GLO;SBBR;SBEG;665,00;45
2007;12;GLO;SBRF;SBSV;445,00;31
2007;12;GLO;SBFL;SBPA;365,00;27
2007;12;GLO;SBBR;SBRF;875,00;69
2007;12;GLO;SBEG;SBBE;365,00;166
2007;12;GLO;SBSP;SBJV;210,00;227
2007;12;GLO;SBBR;SBSP;169,00;2
2007;12;GLO;SBGR;SBSV;179,00;8
2007;12;GLO;SBBR;SBBE;565,00;45
2007;12;GLO;SBGR;SBCF;425,00;94
2007;12;GLO;SBRF;SBGR;167,00;2
2007;12;GLO;SBGR;SBEG;549,00;1152
2007;12;GLO;SBFZ;SBRF;305,00;215
2007;12;GLO;SBFL;SBSP;215,00;8
2007;12;GLO;SBRJ;SBSP;280,00;5188
2007;12;GLO;SBFZ;SBGL;660,00;102
2007;12;GLO;SBEG;SBGR;795,00;187
2007;12;GLO;SBBE;SBEG;400,00;84
2007;12;GLO;SBSP;SBFL;305,00;298
2007;12;GLO;SBGR;SBFZ;1165,00;231
2007;12;GLO;SBFZ;SBGL;1090,00;161
2007;12;GLO;SBSP;SBLO;725,00;16
2007;12;GLO;SBPA;SBFL;290,00;579
2007;12;GLO;SBFL;SBGR;209,00;1847
2007;12;GLO;SBSV;SBGR;289,00;1308
2007;12;GLO;SBBR;SBGO;235,00;17
2007;12;GLO;SBCG;SBSP;105,00;2
2007;12;GLO;SBGR;SBBR;260,00;106
2007;12;GLO;SBSP;SBGO;490,00;15
2007;12;GLO;SBBR;SBGO;265,00;3
2007;12;GLO;SBGR;SBRF;710,00;528
2007;12;GLO;SBSV;SBBR;690,00;152
2007;12;GLO;SBFL;SBPA;230,00;355
2007;12;GLO;SBGR;SBFZ;585,00;1349
2007;12;GLO;SBFZ;SBGR;940,00;17
2007;12;GLO;SBKP;SBCT;230,00;84
2007;12;GLO;SBGL;SBSV;420,00;642
2007;12;GLO;SBRF;SBSV;169,00;1
2007;12;GLO;SBCY;SBBR;480,00;1
2007;12;GLO;SBJV;SBSP;420,00;63
2007;12;GLO;SBSV;SBGL;315,00;136
2007;12;GLO;SBCT;SBPA;200,00;1
2007;12;GLO;SBFZ;SBGR;480,00;6071
