ANO;MES;EMPRESA;ORIGEM;DESTINO;TARIFA;ASSENTOS
2007;9;BRB;SBCY;SBBR;329,00;19
2007;9;BRB;SBBR;SBGO;108,00;1
2007;9;BRB;SBPA;SBGR;189,00;9
2007;9;BRB;SBPA;SBGL;479,00;1
2007;9;BRB;SBBR;SBGR;169,00;2
2007;9;BRB;SBCT;SBPA;149,00;25
2007;9;BRB;SBPA;SBCT;309,00;1
2007;9;BRB;SBSP;SBCT;79,00;10
2007;9;BRB;SBBR;SBCY;120,75;1
2007;9;BRB;SBGO;SBBR;309,00;5
2007;9;BRB;SBPA;SBBR;329,00;14
2007;9;BRB;SBBR;SBSV;1331,00;1
2007;9;BRB;SBBR;SBCY;201,00;4
2007;9;BRB;SBGR;SBCF;139,00;1
2007;9;BRB;SBGO;SBBR;80,25;3
2007;9;BRB;SBBR;SBGL;449,00;2
2007;9;BRB;SBCT;SBPA;109,00;7
2007;9;BRB;SBBR;SBFZ;148,62;16
2007;9;BRB;SBFZ;SBBR;229,00;24
2007;9;BRB;SBBR;SBSV;199,00;4
2007;9;BRB;SBCY;SBBR;277,00;1
2007;9;BRB;SBRF;SBGL;259,00;1
2007;9;BRB;SBFZ;SBGL;327,00;1
2007;9;BRB;SBBR;SBGR;149,00;85
2007;9;BRB;SBRF;SBGR;339,00;9
2007;9;BRB;SBSP;SBSV;153,38;6
2007;9;BRB;SBGL;SBBR;249,00;60
2007;9;BRB;SBGR;SBCF;169,00;2
2007;9;BRB;SBCT;SBPA;229,00;11
2007;9;BRB;SBFZ;SBGL;391,00;3
2007;9;BRB;SBGL;SBFZ;509,00;1
2007;9;BRB;SBCY;SBBR;189,00;13
2007;9;BRB;SBBR;SBSP;219,00;52
2007;9;BRB;SBGR;SBSV;279,00;44
2007;9;BRB;SBGL;SBFZ;508,00;1
2007;9;BRB;SBPA;SBGL;279,00;3
2007;9;BRB;SBGR;SBBR;259,00;9
2007;9;BRB;SBFZ;SBGL;330,00;1
2007;9;BRB;SBBR;SBSV;209,00;3
2007;9;BRB;SBGR;SBRF;409,00;4
2007;9;BRB;SBPA;SBSP;149,00;2
2007;9;BRB;SBPA;SBGR;329,00;18
2007;9;BRB;SBRF;SBBR;269,00;4
2007;9;BRB;SBBR;SBCY;191,00;4
2007;9;BRB;SBBR;SBRF;339,00;9
2007;9;BRB;SBGR;SBRF;184,29;140
2007;9;BRB;SBCY;SBBR;239,00;13
2007;9;BRB;SBBR;SBCY;169,00;44
2007;9;BRB;SBGL;SBFZ;291,00;3
2007;9;BRB;SBRF;SBGR;469,00;69
2007;9;BRB;SBRF;SBGR;409,00;2
2007;9;BRB;SBCF;SBGL;189,00;8
2007;9;BRB;SBGR;SBGL;219,00;5
2007;9;BRB;SBGL;SBRF;379,00;21
2007;9;BRB;SBSP;SBGO;209,00;2
2007;9;BRB;SBSP;SBRJ;159,00;28
2007;9;BRB;SBPA;SBGL;289,00;52
2007;9;BRB;SBGR;SBPA;139,00;21
2007;9;BRB;SBSV;SBGL;299,00;7
2007;9;BRB;SBGR;SBFZ;479,00;52
2007;9;BRB;SBBR;SBGR;159,00;1
2007;9;BRB;SBFZ;SBGR;381,00;6
2007;9;BRB;SBBR;SBCY;187,00;8
2007;9;BRB;SBSV;SBGR;209,00;4
2007;9;BRB;SBGO;SBBR;149,00;2
2007;9;BRB;SBGL;SBGR;69,00;33
2007;9;BRB;SBFZ;SBGR;378,00;2
2007;9;BRB;SBGL;SBPA;259,00;81
2007;9;BRB;SBSP;SBGL;119,25;1
2007;9;BRB;SBGL;SBRF;229,00;1
2007;9;BRB;SBPA;SBSP;239,00;4
2007;9;BRB;SBBR;SBGO;109,00;5
2007;9;BRB;SBGR;SBRF;339,00;116
2007;9;BRB;SBGL;SBPA;236,00;1
2007;9;BRB;SBGR;SBFZ;451,00;6
2007;9;BRB;SBGL;SBBR;220,00;14
2007;9;BRB;SBGR;SBRF;559,00;12
2007;9;BRB;SBCF;SBGR;189,00;10
2007;9;BRB;SBGL;SBFZ;579,00;5
2007;9;BRB;SBCF;SBGR;219,00;2
2007;9;BRB;SBGR;SBFZ;380,00;4
2007;9;BRB;SBBR;SBFZ;249,00;1
2007;9;BRB;SBRF;SBGL;430,00;1
2007;9;BRB;SBCY;SBBR;227,00;1
2007;9;BRB;SBGR;SBFZ;671,00;1
2007;9;BRB;SBGL;SBBR;201,00;3
2007;9;BRB;SBGR;SBRF;2069,00;1
2007;9;BRB;SBGL;SBFZ;329,00;16
2007;9;BRB;SBSV;SBGR;529,00;7
2007;9;BRB;SBSV;SBSP;193,50;1
2007;9;BRB;SBGR;SBFZ;268,50;1
2007;9;BRB;SBPA;SBBR;379,00;32
2007;9;BRB;SBPA;SBBR;284,25;1
2007;9;BRB;SBGR;SBSV;1709,00;6
2007;9;BRB;SBBR;SBPA;279,00;2
2007;9;BRB;SBGL;SBSP;219,00;4
2007;9;BRB;SBPA;SBGR;289,00;3
2007;9;BRB;SBBR;SBGO;149,00;6
2007;9;BRB;SBBR;SBRF;409,00;11
2007;9;BRB;SBCT;SBSP;189,00;9
2007;9;BRB;SBRF;SBGR;509,00;22
2007;9;BRB;SBGL;SBBR;309,00;175
2007;9;BRB;SBBR;SBGO;89,00;3
2007;9;BRB;SBBR;SBSV;249,00;27
2007;9;BRB;SBFZ;SBGR;729,00;20
2007;9;BRB;SBBR;SBCY;279,00;3
2007;9;BRB;SBPA;SBGL;249,00;44
2007;9;BRB;SBFZ;SBGR;559,00;55
2007;9;BRB;SBPA;SBGL;389,00;11
2007;9;BRB;SBBR;SBCY;239,00;11
2007;9;BRB;SBRF;SBGR;389,00;121
2007;9;BRB;SBRF;SBGR;196,19;144
2007;9;BRB;SBBR;SBSV;239,25;3
2007;9;BRB;SBGR;SBFZ;669,00;6
2007;9;BRB;SBGR;SBBR;389,00;1
2007;9;BRB;SBGR;SBSV;261,75;4
2007;9;BRB;SBPA;SBGR;249,00;49
2007;9;BRB;SBSV;SBBR;359,00;1
2007;9;BRB;SBCT;SBPA;169,00;1
2007;9;BRB;SBCY;SBBR;169,00;18
2007;9;BRB;SBSV;SBGL;169,00;5
2007;9;BRB;SBSP;SBGL;104,25;1
2007;9;BRB;SBGL;SBFZ;391,00;2
2007;9;BRB;SBGR;SBPA;159,00;87
2007;9;BRB;SBGL;SBCT;159,00;2
2007;9;BRB;SBGL;SBPA;261,75;2
2007;9;BRB;SBSV;SBGL;359,00;3
2007;9;BRB;SBGL;SBFZ;281,00;1
2007;9;BRB;SBCT;SBGL;199,00;3
2007;9;BRB;SBGR;SBFZ;729,00;26
2007;9;BRB;SBSV;SBGR;219,00;11
2007;9;BRB;SBGR;SBBR;149,00;62
2007;9;BRB;SBBR;SBFZ;429,00;1
2007;9;BRB;SBPA;SBSP;399,00;1
2007;9;BRB;SBCY;SBBR;188,00;9
2007;9;BRB;SBGL;SBGR;89,25;1
2007;9;BRB;SBRF;SBGR;289,00;120
2007;9;BRB;SBFZ;SBGL;469,00;2
2007;9;BRB;SBSP;SBRJ;119,00;3
2007;9;BRB;SBSV;SBGR;229,00;21
2007;9;BRB;SBGL;SBGR;149,00;19
2007;9;BRB;SBRF;SBGL;309,00;5
2007;9;BRB;SBRF;SBBR;339,00;2
2007;9;BRB;SBBR;SBGR;179,00;12
2007;9;BRB;SBGR;SBSV;229,00;27
2007;9;BRB;SBBR;SBCY;149,00;77
2007;9;BRB;SBBR;SBGL;239,00;20
2007;9;BRB;SBPA;SBGL;269,00;36
2007;9;BRB;SBBR;SBCY;179,00;2
2007;9;BRB;SBBR;SBSV;419,00;3
2007;9;BRB;SBCY;SBBR;167,00;1
2007;9;BRB;SBSV;SBSP;319,00;33
2007;9;BRB;SBGL;SBFZ;547,00;1
2007;9;BRB;SBGL;SBRF;429,00;8
2007;9;BRB;SBBR;SBGL;309,00;133
2007;9;BRB;SBGL;SBPA;189,00;26
2007;9;BRB;SBGR;SBRF;289,00;112
2007;9;BRB;SBGL;SBSP;129,00;18
2007;9;BRB;SBBR;SBGL;269,00;32
2007;9;BRB;SBBR;SBSV;179,00;9
2007;9;BRB;SBGL;SBFZ;510,00;2
2007;9;BRB;SBBR;SBCY;309,00;9
2007;9;BRB;SBSP;SBGL;69,00;15
2007;9;BRB;SBGR;SBBR;1299,00;1
2007;9;BRB;SBCY;SBBR;170,00;16
2007;9;BRB;SBPA;SBCT;229,00;7
2007;9;BRB;SBSV;SBGR;289,00;115
2007;9;BRB;SBGL;SBRF;269,00;1
2007;9;BRB;SBGR;SBBR;209,00;24
2007;9;BRB;SBPA;SBGL;135,00;2
2007;9;BRB;SBBR;SBCY;219,00;12
2007;9;BRB;SBPA;SBBR;167,00;1
2007;9;BRB;SBGL;SBPA;349,00;85
2007;9;BRB;SBBR;SBPA;299,00;1
2007;9;BRB;SBFZ;SBBR;409,00;12
