ANO;MES;EMPRESA;ORIGEM;DESTINO;TARIFA;ASSENTOS
2010;3;AZU;SBCT;SBKP;219,00;16
2010;3;AZU;SBKP;SBRJ;359,00;221
2010;3;AZU;SBRJ;SBKP;389,00;24
2010;3;AZU;SBRJ;SBCT;499,00;1
2010;3;AZU;SBCT;SBKP;469,00;12
2010;3;AZU;SBRJ;SBPA;469,00;19
2010;3;AZU;SBPA;SBRJ;59,00;14
2010;3;AZU;SBPA;SBRJ;299,00;462
2010;3;AZU;SBPA;SBRJ;579,00;1
2010;3;AZU;SBRJ;SBCT;99,00;12
2010;3;AZU;SBCT;SBRJ;289,00;5
2010;3;AZU;SBPA;SBRJ;209,00;20
2010;3;AZU;SBKP;SBCT;259,00;46
2010;3;AZU;SBCT;SBKP;589,00;3
2010;3;AZU;SBRJ;SBKP;509,00;59
2010;3;AZU;SBPA;SBRJ;729,00;1
2010;3;AZU;SBPA;SBRJ;159,00;35
2010;3;AZU;SBPA;SBRJ;1029,00;3
2010;3;AZU;SBFL;SBPA;499,00;1
2010;3;AZU;SBCT;SBKP;79,00;550
2010;3;AZU;SBRJ;SBPA;529,00;3
2010;3;AZU;SBRJ;SBKP;79,00;529
2010;3;AZU;SBKP;SBRJ;139,00;6
2010;3;AZU;SBKP;SBRJ;729,00;3
2010;3;AZU;SBRJ;SBCT;269,00;2
2010;3;AZU;SBCT;SBKP;239,00;64
2010;3;AZU;SBRJ;SBPA;219,00;369
2010;3;AZU;SBRJ;SBKP;109,00;554
2010;3;AZU;SBFL;SBPA;399,00;1
2010;3;AZU;SBCT;SBKP;159,00;193
2010;3;AZU;SBKP;SBRJ;659,00;31
2010;3;AZU;SBRJ;SBKP;169,00;343
2010;3;AZU;SBPA;SBRJ;479,00;5
2010;3;AZU;SBRJ;SBKP;339,00;93
2010;3;AZU;SBPA;SBRJ;449,00;2
2010;3;AZU;SBRJ;SBPA;269,00;161
2010;3;AZU;SBRJ;SBCT;919,00;2
2010;3;AZU;SBKP;SBRJ;709,00;4
2010;3;AZU;SBKP;SBRJ;309,00;405
2010;3;AZU;SBPA;SBRJ;119,00;701
2010;3;AZU;SBFL;SBPA;199,00;2
2010;3;AZU;SBPA;SBCT;99,00;6
2010;3;AZU;SBKP;SBCT;249,00;385
2010;3;AZU;SBRJ;SBKP;429,00;55
2010;3;AZU;SBPA;SBRJ;379,00;34
2010;3;AZU;SBPA;SBRJ;249,00;25
2010;3;AZU;SBCT;SBKP;559,00;12
2010;3;AZU;SBPA;SBRJ;329,00;109
2010;3;AZU;SBRJ;SBKP;129,00;188
2010;3;AZU;SBCT;SBKP;179,00;18
2010;3;AZU;SBCT;SBPA;359,00;2
2010;3;AZU;SBKP;SBRJ;509,00;36
2010;3;AZU;SBKP;SBRJ;119,00;632
2010;3;AZU;SBKP;SBRJ;79,00;1113
2010;3;AZU;SBKP;SBRJ;109,00;479
2010;3;AZU;SBPA;SBRJ;169,00;356
2010;3;AZU;SBRJ;SBKP;679,00;5
2010;3;AZU;SBRJ;SBKP;199,00;242
2010;3;AZU;SBPA;SBRJ;349,00;65
2010;3;AZU;SBRJ;SBVT;79,00;13
2010;3;AZU;SBRJ;SBVT;309,00;2
2010;3;AZU;SBPA;SBFL;159,00;1
2010;3;AZU;SBPA;SBRJ;469,00;2
2010;3;AZU;SBCT;SBKP;269,00;39
2010;3;AZU;SBFL;SBPA;229,00;2
2010;3;AZU;SBRJ;SBPA;239,00;53
2010;3;AZU;SBVT;SBRJ;89,00;2
2010;3;AZU;SBRJ;SBVT;109,00;3
2010;3;AZU;SBCT;SBRJ;119,00;23
2010;3;AZU;SBCT;SBKP;229,00;45
2010;3;AZU;SBKP;SBCT;69,00;4
2010;3;AZU;SBKP;SBRJ;199,00;1208
2010;3;AZU;SBRJ;SBPA;59,00;4
2010;3;AZU;SBRJ;SBPA;499,00;2
2010;3;AZU;SBRJ;SBPA;579,00;6
2010;3;AZU;SBPA;SBFL;469,00;2
2010;3;AZU;SBPA;SBFL;519,00;1
2010;3;AZU;SBCT;SBKP;119,00;170
2010;3;AZU;SBCT;SBKP;99,00;581
2010;3;AZU;SBPA;SBRJ;199,00;40
2010;3;AZU;SBRJ;SBPA;449,00;18
2010;3;AZU;SBPA;SBRJ;149,00;677
2010;3;AZU;SBPA;SBCT;329,00;1
2010;3;AZU;SBRJ;SBKP;309,00;601
2010;3;AZU;SBFL;SBPA;769,00;1
2010;3;AZU;SBCT;SBRJ;209,00;1
2010;3;AZU;SBKP;SBRJ;59,00;89
2010;3;AZU;SBRJ;SBKP;229,00;91
2010;3;AZU;SBRJ;SBPA;49,00;4
2010;3;AZU;SBRJ;SBPA;479,00;1
2010;3;AZU;SBPA;SBRJ;429,00;12
2010;3;AZU;SBKP;SBCT;519,00;4
2010;3;AZU;SBFL;SBPA;109,00;1
2010;3;AZU;SBPA;SBCT;279,00;1
2010;3;AZU;SBKP;SBCT;139,00;17
2010;3;AZU;SBRJ;SBKP;195,00;33
2010;3;AZU;SBRJ;SBPA;1029,00;6
2010;3;AZU;SBRJ;SBPA;699,00;30
2010;3;AZU;SBCT;SBRJ;239,00;1
2010;3;AZU;SBRJ;SBVT;239,00;2
2010;3;AZU;SBRJ;SBKP;529,00;13
2010;3;AZU;SBRJ;SBVT;399,00;1
